X_DIN_UTIL;X_LIB_DIN_UTIL;X_TYPE_DIN_UTIL;X_ABR_T_UTI;D_DEB_VAL;D_FIN_VAL;X_USER_CRE;D_MODIF;X_USER_MOD
3.4.0;LABO DE PHYSIQUE, ELECTROTECHNIQUE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.7.0;LOCAUX DE CULTURE;3-7;LOCAUX DE CULTURE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.1.0;LOCAUX DE STOCKAGE;4-1;LOCAUX DE STOCKAGE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
4.4.0;LOCAUX DE RECEPTION, EXPEDITION;4-4;LOCAUX DE RECEPTION, EXPEDITION;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
5.0.0;FORMATION, ENSEIGNEMENT, CULTURE;5-0;FORMATION, ENSEIGNEMENT, CULTURE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.1.A;HALLE D'ESSAIS;3-1;HALLES DE FABRICATION;29.06.2006 11:43:52;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.3.0;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
5.8.0;LOCAUX D'EXPOSITION;5-8;LOCAUX D'EXPOSITION SUP5;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
6.7.0;LOCAUX LITS ET EQ.GEN.DANS HOP.,M.CONVAL;6-7;LOCAUX LITS ET EQ.GEN.DANS HOP.,M.CONVAL;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.1.0;LOCAUX SANITAIRES;7-1;LOCAUX SANITAIRES;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
7.4.0;STATIONNEMENT DE VEHICULES (INTERIEUR);7-4;STATIONNEMENT DE VEHICULES;13.09.2005 15:56:50;;PPICHON;01.05.2007 20:19:06;CADI_LOC_INTERF_AFM;
7.6.0;LOCAUX POUR CENTRALES TECHNIQUES;7-6;LOCAUX POUR CENTRALES TECHNIQUES;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
8.1.0;COLLECTE DES EAUX ET LEUR EVACUATION;8-1;COLLECTE DES EAUX ET LEUR EVACUATION;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.3.0;CHAUFFAGE, PREP. EAU CHAUDE DOMESTIQUE;8-3;CHAUFFAGE, PREP. EAU CHAUDE DOMESTIQUE;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.4.0;GAZ (EXCEPTE POUR CHAUFFAGE), FLUIDES;8-4;GAZ (EXCEPTE POUR CHAUFFAGE), FLUIDES;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.6.0;TECHNIQUES DE COMMUNICATION;8-6;TECHNIQUES DE COMMUNICATION;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
8.8.0;ASCENSEURS ET INSTALLATIONS DE TRANSPORT;8-8;ASCENSEURS ET INSTALLATIONS DE TRANSPORT;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.1.0;COULOIRS, HALLS;9-1;COULOIRS, HALLS;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
9.4.0;SURFACE POUR VEHICULES;9-4;SURFACE POUR VEHICULES;13.09.2005 15:56:50;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
3.2.E;ATELIERS D'ELECTRONIQUE;3-2;ATELIERS;01.01.2006;;PPICHON;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
3.4.E;LABO DE MICROTECHNIQUE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;03.07.2006 16:02:42;;PPICHON;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
3.6.A;ANIMALERIE;3-6;LOCAUX POUR ANIMAUX;04.07.2006 12:28:19;;PPICHON;05.02.2013 22:56:14;CADI_LOC_INTERF_AFM;
3.4.I;LABO INFORMATIQUE;3-4;LABO DE PHYSIQUE, ELECTROTECHNIQUE;06.07.2006 10:39:23;;PPICHON;16.01.2014 22:42:03;CADI_LOC_INTERF_AFM;
5.6.A;LOCAL DE REUNION LIE A L'ENS.;5-6;LOCAUX DE REUNION;06.07.2006 11:49:40;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
5.5.A;CENTRE SPORTIF;5-5;LOCAUX DE SPORT;07.07.2006 14:14:06;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.5.R;LABO DE RECHERCHE;3-5;LABO CHIMIE, BACTERIOLOGIE, MORPHOLOGIE;11.07.2006 12:22:29;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
5.3.B;LABO DE TP EN PHYSIQUE FIGE;5-3;LOCAUX D'ENS.ET D'EX.SPEC.SANS MOB.FIXE;11.07.2006 13:13:43;;PPICHON;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;
3.2.V;ATELIER DE VELOS;3-2;ATELIERS;02.11.2005 11:22:29;;PPICHON;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
2.2.B;SECRETARIAT-RECEPTION-ACCUEIL;2-2;BUREAUX PAYSAGERS;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:02;CADI_LOC_INTERF_AFM;
7.4.A;PARKING;7-4;STATIONNEMENT DE VEHICULES;26.11.2001 16:26:03;;LOCAUXII;29.03.2007 15:56:03;CADI_LOC_INTERF_AFM;

